Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpend,TotalPurchases,TotalChildren,CampaignAccepted,SpendPerPurchase,Edu_Encoded,Cluster,PCA1,PCA2
1975,Graduation,Married,74190.0,0,1,12-05-2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,49,641,17,1,0,37.705882352941174,2,2,0.5844844678840231,-0.3759410913463464
1976,Graduation,Married,39356.0,1,1,19-03-2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,48,23,3,2,1,7.666666666666667,2,1,-1.717898314921311,-0.38564551677958553
1969,Graduation,Together,76653.0,0,0,16-08-2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,55,2279,22,0,2,103.5909090909091,2,0,3.840673370132224,-1.1113697940910172
1973,PhD,Divorced,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,51,49,4,2,1,12.25,4,1,-1.4724613543321101,0.9882356217973303
1983,PhD,Divorced,90687.0,0,0,22-05-2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,41,1779,16,0,1,111.1875,4,0,2.9218242815155366,-0.3654319701893425
1982,Master,Together,73450.0,0,0,05-12-2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,42,1804,26,0,2,69.38461538461539,3,0,3.5994417989857355,-1.1973985895638277
1960,Graduation,Married,31454.0,1,1,06-07-2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,64,48,5,2,0,9.6,2,1,-2.041099376395217,0.7522303499366363
1952,Graduation,Single,47139.0,1,1,06-03-2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,72,83,5,2,0,16.6,2,1,-1.576990228559839,1.2173520644712403
1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,49,1862,17,0,3,109.52941176470588,2,0,3.69103847113383,-1.669533822385836
1963,PhD,Married,53378.0,1,1,24-09-2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,61,793,19,2,0,41.73684210526316,4,1,0.2626661492145939,1.9159439101394593
1970,Graduation,Together,19656.0,1,0,08-02-2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,54,84,6,1,0,14.0,2,3,-1.8700046837724253,-0.3248338640181964
1948,PhD,Married,45579.0,0,1,20-08-2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,76,183,9,1,0,20.333333333333332,4,1,-0.5754366726944943,2.1128347988025373
1958,2n Cycle,Single,85485.0,0,0,21-06-2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,66,1383,18,0,0,76.83333333333333,1,2,2.0647876393000373,-0.5342271073487768
1944,Graduation,Married,55956.0,0,0,07-04-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,80,999,14,0,1,71.35714285714286,2,2,1.4541442989076172,0.3820624996380001
1963,Master,Single,64191.0,0,1,22-01-2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,61,825,21,1,0,39.285714285714285,3,2,1.0060213647979643,0.8216479368208793
1972,Graduation,Single,38808.0,1,0,26-08-2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,52,246,10,1,1,24.6,2,3,-0.5816767455634961,-0.6845154171766719
1966,Master,Married,57183.0,1,1,19-03-2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,58,610,17,2,0,35.88235294117647,3,1,-0.07787595459689299,1.1886444942622745
1968,Master,Divorced,23748.0,1,0,21-11-2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,56,76,6,1,0,12.666666666666666,3,1,-1.6614715266818898,0.41063887967128965
1971,Graduation,Married,66303.0,0,1,26-02-2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,53,1286,18,1,1,71.44444444444444,2,2,1.5372994586319804,-0.4772626370604752
1975,Master,Married,37368.0,1,0,16-12-2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,49,30,3,1,1,10.0,3,3,-1.2182341667621335,-0.313122722298869
1964,Graduation,Married,40800.0,1,2,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,60,99,6,3,0,16.5,2,1,-2.1751299883552995,1.1789237111015909
1978,Graduation,Divorced,71847.0,0,0,21-09-2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,46,1192,22,0,1,54.18181818181818,2,0,2.227478257346668,-1.2911500778587124
1975,Graduation,Married,46149.0,0,1,29-11-2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,49,362,13,1,0,27.846153846153847,2,3,-0.5867292839005248,-0.538543930556545
1983,Graduation,Together,78687.0,0,0,09-08-2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,41,2130,18,0,1,118.33333333333333,2,0,2.877214087014946,-1.7699148772854383
1971,2n Cycle,Divorced,49118.0,0,0,18-08-2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,53,1229,26,0,2,47.26923076923077,1,0,2.433717205597318,-1.8429571133450233
1957,PhD,Married,37633.0,1,1,20-09-2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,67,38,4,2,0,9.5,4,1,-1.7431649865822005,2.154828681071762
1951,Master,Together,39767.0,0,0,21-07-2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,73,485,15,0,0,32.333333333333336,3,2,0.2724815631745529,0.7973810065349829
1951,Basic,Married,26997.0,0,0,05-11-2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,73,434,11,0,0,39.45454545454545,0,3,-0.6374628657911516,-0.9730974263948171
1970,Graduation,Divorced,33986.0,1,0,14-03-2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,54,44,4,1,0,11.0,2,3,-1.7200134274707493,-0.3393964627329109
1972,PhD,Married,57091.0,0,1,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,52,496,16,1,1,31.0,4,2,0.6867844441413525,0.712841468873525
1969,2n Cycle,Married,46831.0,1,1,08-06-2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,55,78,5,2,0,15.6,1,3,-1.841257816518783,-0.20583136769087107
1972,Master,Married,83151.0,0,0,10-02-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,52,2346,22,0,3,106.63636363636364,3,0,4.578109766936277,-0.9156460978515084
1971,Graduation,Married,52531.0,0,0,30-12-2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,53,794,19,0,0,41.78947368421053,2,2,0.8295246554787509,-0.7784019352430896
1956,Graduation,Married,15759.0,0,0,05-09-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,68,17,3,0,0,5.666666666666667,2,3,-1.6729113310583845,-0.2454563226377093
1971,Graduation,Single,22804.0,1,0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,53,26,4,1,0,6.5,2,3,-1.998894031365892,-0.40139543211208406
1973,2n Cycle,Married,43050.0,1,0,18-03-2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,51,76,6,1,0,12.666666666666666,1,3,-1.479727878824486,-1.099291544188685
1977,PhD,Single,42997.0,1,1,07-12-2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,47,15,3,2,0,5.0,4,1,-1.894500396059159,1.1246575179255625
1963,PhD,Single,48918.0,1,1,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,61,62,5,2,0,12.4,4,1,-1.4542149787086616,1.838316207752512
1954,Master,Together,60033.0,0,1,29-03-2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,70,198,8,1,0,24.75,3,1,-0.45412092331511966,1.2729028708512968
1978,PhD,Together,34043.0,1,0,25-10-2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,46,49,4,1,0,12.25,4,1,-1.5801482338110115,0.49156768171617776
1966,Graduation,Together,57811.0,0,1,24-06-2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,58,802,20,1,1,40.1,2,2,1.0991516238512549,-0.19590055300781178
1946,Graduation,Married,78569.0,0,0,19-02-2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,78,1736,14,0,1,124.0,2,0,2.606044803806807,0.30716082381652143
1978,Graduation,Single,7500.0,1,1,27-12-2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,46,57,6,2,0,9.5,2,3,-2.6948076413957023,-0.4223454618650693
1971,Master,Together,157733.0,1,0,04-06-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,53,59,2,1,0,29.5,3,2,1.1020907982656771,0.805781376461739
1953,Graduation,Together,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,71,2302,18,0,3,127.88888888888889,2,0,4.600728585310763,-0.44437591481838334
1985,2n Cycle,Married,23148.0,0,0,18-02-2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,39,37,5,0,0,7.4,1,3,-1.7162629419401776,-2.3061953089212213
1970,Graduation,Divorced,44267.0,1,1,25-02-2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,54,310,11,2,0,28.181818181818183,2,1,-1.1950241172512108,0.2858115755968127
1979,Graduation,Married,71626.0,0,0,01-11-2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,45,1305,18,0,1,72.5,2,0,2.036375955419839,-1.3852415914528358
1966,Graduation,Together,60894.0,0,1,28-06-2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,58,832,21,1,0,39.61904761904762,2,2,0.810303112693094,0.08636320393665776
1976,Graduation,Together,50200.0,1,1,03-04-2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,48,401,13,2,0,30.846153846153847,2,1,-0.894187015439096,0.019005898611164886
1965,PhD,Married,81051.0,0,0,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,59,1501,22,0,2,68.22727272727273,4,0,3.4900443501735703,0.32561271107136514
1982,Graduation,Married,65169.0,0,0,14-01-2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,42,1189,27,0,4,44.03703703703704,2,0,3.7384704356799836,-2.359961599556356
1972,Graduation,Together,59868.0,0,1,22-07-2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,52,1194,25,1,0,47.76,2,2,1.320996631491683,-0.2972325444106825
1960,PhD,Married,65695.0,0,1,31-01-2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,64,656,19,1,0,34.526315789473685,4,2,0.8868269985002344,1.6273643449718718
1956,Master,Single,64857.0,0,0,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,1540,22,0,0,70.0,3,2,2.2262529167311937,0.6877803354509441
1965,Master,Together,45143.0,0,1,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,59,311,12,1,0,25.916666666666668,3,1,-0.5209187232983759,0.6688602611628391
1955,2n Cycle,Together,74805.0,0,1,06-11-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,69,820,21,1,0,39.04761904761905,1,2,1.1179484916468592,0.10275364586974067
1989,2n Cycle,Married,59060.0,1,0,11-01-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,35,274,11,1,0,24.90909090909091,1,3,-0.7343457334340355,-1.795251737639937
1962,PhD,Single,27238.0,1,1,20-04-2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,62,57,6,2,0,9.5,4,1,-1.8777406001846741,1.8187268643182495
1965,Graduation,Together,47009.0,0,1,01-10-2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,59,448,13,1,0,34.46153846153846,2,1,-0.38730307680641646,0.09768984012404293
1973,2n Cycle,Married,46094.0,1,1,10-06-2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,51,44,4,2,0,11.0,1,3,-1.9988567421175316,-0.4699599530071961
1972,Graduation,Married,40321.0,1,1,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,52,102,6,2,0,17.0,2,1,-1.8322197540370593,0.15745623552051544
1984,Graduation,Together,37235.0,1,0,01-02-2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,40,61,4,1,0,15.25,2,3,-1.7607536545577747,-1.0682663387741487
1960,Master,Married,81843.0,0,0,22-04-2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,64,1643,26,0,0,63.19230769230769,3,2,2.937282960650225,0.46748027067720554
1958,Master,Together,46692.0,0,1,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,66,397,12,1,0,33.083333333333336,3,1,-0.34748051734983504,1.0035487634874591
1968,Graduation,Together,77382.0,0,1,07-01-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,56,1121,24,1,1,46.708333333333336,2,2,2.0872190685063936,-0.2311614397981626
1977,Graduation,Single,37774.0,2,0,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,47,473,12,2,1,39.416666666666664,2,1,-0.7449016086934362,-0.42130165519057694
1974,Basic,Married,18393.0,1,0,29-03-2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,50,6,1,0,8.333333333333334,0,3,-2.183989983976781,-1.887649591616354
1962,Master,Married,72828.0,0,1,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,62,1678,22,1,0,76.27272727272727,3,2,2.0348168563404387,0.8320001417998988
1982,Graduation,Married,24711.0,0,0,18-04-2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,42,58,6,0,0,9.666666666666666,2,3,-1.4619082263432692,-1.523858825925543
1975,PhD,Married,45503.0,1,0,25-09-2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,49,170,8,1,0,21.25,4,1,-0.9103790566188992,0.6662888856147282
1982,Master,Single,6560.0,0,0,12-12-2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,42,373,2,0,0,186.5,3,3,-1.7894823143317058,-1.1998439984382407
1945,PhD,Together,71604.0,0,0,17-11-2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,79,1196,16,0,1,74.75,4,2,2.317802282809512,1.5671877095962097
1979,Graduation,Married,27244.0,1,0,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,45,101,6,1,0,16.833333333333332,2,3,-1.7677181068741579,-0.8059086693997158
1969,Graduation,Married,48752.0,1,1,12-12-2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,55,316,12,2,0,26.333333333333332,2,1,-1.0134537716119014,0.30913683704228756
1962,Graduation,Married,71434.0,0,1,18-09-2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,62,1400,18,1,2,77.77777777777777,2,0,2.292337471533874,-0.2827241354744857
1948,Graduation,Single,90842.0,0,0,29-07-2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,76,1424,26,0,0,54.76923076923077,2,2,2.9717328274948986,0.6722345786377733
1978,Master,Married,88097.0,1,0,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,46,844,19,1,3,44.421052631578945,3,0,2.6633051540231616,-0.6525963527757289
1975,Graduation,Married,51948.0,0,1,17-09-2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,49,311,11,1,0,28.272727272727273,2,3,-0.6337171283874906,-0.49451722541541127
1982,Graduation,Together,71853.0,0,0,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42,1149,16,0,0,71.8125,2,2,1.2704893035344011,-1.4052583741335405
1983,Master,Married,35876.0,0,0,20-04-2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,41,129,7,0,0,18.428571428571427,3,3,-0.9912845672666394,-1.0368538571905472
1952,Graduation,Widow,40049.0,0,1,16-10-2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,72,32,4,1,0,8.0,2,1,-1.4208446015725336,0.6672419409181937
1982,Graduation,Single,39660.0,1,0,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,42,299,11,1,0,27.181818181818183,2,3,-0.9972492781034014,-0.9695761391503142
1962,Graduation,Together,50127.0,0,1,29-05-2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,62,320,12,1,1,26.666666666666668,2,1,-0.011442288668838355,0.03989935381581447
1977,Master,Married,43263.0,0,1,21-11-2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,47,441,13,1,0,33.92307692307692,3,1,-0.5062280579317873,-0.1260699629073527
1949,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,75,1178,17,2,1,69.29411764705883,3,2,1.1674306504000143,1.798508638985085
1990,Graduation,Married,18929.0,0,0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,34,85,5,0,0,17.0,2,3,-1.7276210996263992,-2.1172180004936716
1982,Basic,Single,24367.0,1,0,20-03-2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,42,24,3,1,0,8.0,0,3,-2.3446831076039314,-2.2355770108302813
1975,Graduation,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,49,112,6,1,0,18.666666666666668,2,3,-1.5916633430716014,-0.6645522644078349
1959,2n Cycle,Married,26887.0,0,1,10-02-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,65,30,4,1,0,7.5,1,3,-1.8944849385494873,-0.38185818775352903
1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,41,410,14,0,0,29.285714285714285,4,2,0.17337083104734857,-0.3180586662556686
1976,Graduation,Together,62061.0,0,1,31-08-2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,48,800,21,1,1,38.095238095238095,2,2,1.1631064368745332,-0.7828967585012909
1962,PhD,Divorced,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,62,1313,19,0,0,69.10526315789474,4,2,2.3452562582309633,1.0721737148214303
1956,PhD,Together,76542.0,0,0,30-03-2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,68,1483,22,0,0,67.4090909090909,4,2,2.5490336809082677,1.3696107855897706
1993,Graduation,Single,70515.0,0,0,21-10-2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,31,1258,16,0,0,78.625,2,2,1.227761050109119,-2.0621045432134295
1987,Graduation,Together,18227.0,1,0,08-11-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,37,28,3,1,0,9.333333333333334,2,3,-2.3331641818503552,-1.40732151478705
1965,Graduation,Married,69139.0,0,1,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,59,227,10,1,0,22.7,2,1,-0.28821630540359006,0.10939930491096246
1982,Graduation,Married,69109.0,0,0,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,42,1555,19,0,1,81.84210526315789,2,0,2.2268943066831497,-1.7096737334041034
1962,Graduation,Single,69627.0,0,1,17-03-2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,62,861,21,1,0,41.0,2,2,1.0720384921323305,0.31171976798690515
1978,Graduation,Married,38136.0,1,0,22-04-2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,46,103,6,1,1,17.166666666666668,2,3,-1.0499622573228464,-0.9625937998951254
1946,PhD,Single,62159.0,0,0,28-04-2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,78,634,18,0,0,35.22222222222222,4,2,1.2845071384460185,1.8700854843120425
1963,Graduation,Single,80695.0,0,0,29-12-2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,61,1918,18,0,0,106.55555555555556,2,2,2.481671308146819,-0.2692087661217
1971,Master,Single,33316.0,1,1,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,53,131,7,2,0,18.714285714285715,3,1,-1.791804001044574,0.7412204454369529
1968,Graduation,Together,58554.0,1,1,26-09-2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,56,586,16,2,0,36.625,2,1,-0.25655228398419416,0.48797835775710907
1992,Basic,Married,17256.0,1,0,23-11-2013,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,32,62,5,1,1,12.4,0,3,-1.9830057696667114,-3.1386651211050753
1974,Graduation,Divorced,53034.0,1,1,30-05-2013,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,50,447,14,2,0,31.928571428571427,2,1,-0.7058208440262626,0.08627553746519402
1950,2n Cycle,Together,52203.0,0,0,31-07-2012,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,74,939,26,0,0,36.11538461538461,1,2,1.5282415539133685,-0.22185949688593465
1977,2n Cycle,Divorced,59601.0,0,1,25-07-2013,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,47,797,11,1,1,72.45454545454545,1,3,0.30289865169755253,-1.5095136330498473
1958,Master,Single,75154.0,0,1,04-09-2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,66,1143,15,1,0,76.2,3,2,1.1808010318489963,1.164708033902419
1976,Graduation,Single,47025.0,0,1,07-11-2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,48,415,14,1,0,29.642857142857142,2,3,-0.45801403035845445,-0.5638472507772929
1973,Graduation,Married,37971.0,1,0,25-11-2013,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,51,30,4,1,0,7.5,2,3,-1.6613369390189312,-0.4030680944224807
1968,Master,Divorced,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,56,187,9,1,0,20.77777777777778,3,1,-0.9612827607562807,0.3974914585328071
1958,Graduation,Married,67267.0,0,1,13-05-2014,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,66,251,10,1,0,25.1,2,1,-0.2464046776252788,0.4536568719000733
1975,Graduation,Single,57338.0,0,1,29-04-2014,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,49,237,10,1,0,23.7,2,3,-0.6370800967602747,-0.39830942062373664
1960,2n Cycle,Together,50523.0,1,1,25-12-2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,64,91,6,2,0,15.166666666666666,1,1,-1.588484748437995,0.328442817290854
1965,Master,Single,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,59,35,4,3,0,8.75,3,1,-2.3907923691671127,1.7143275744617554
1960,PhD,Divorced,50611.0,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,64,493,16,1,1,30.8125,4,1,0.6520876262131238,1.3750172889530718
1969,PhD,Married,56242.0,0,1,03-03-2013,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,55,971,23,1,0,42.21739130434783,4,2,1.1394695512922257,1.1079644415556504
1960,Graduation,Single,48904.0,0,1,02-12-2012,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,64,371,13,1,0,28.53846153846154,2,1,-0.3763434360974807,0.2589991360256786
1975,Graduation,Single,56243.0,1,2,30-12-2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,49,396,14,3,0,28.285714285714285,2,1,-1.1176648702501821,0.5895161960479054
1985,Graduation,Married,21355.0,1,0,20-08-2013,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,39,68,5,1,1,13.6,2,3,-1.6136062365440373,-1.5395878890137291
1971,Master,Together,57420.0,0,1,25-06-2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,53,322,12,1,1,26.833333333333332,3,1,0.16417776558765537,0.07087817950613538
1955,Master,Divorced,46390.0,0,1,05-05-2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,69,222,9,1,0,24.666666666666668,3,1,-0.6843174445654377,1.1949909687395497
1956,2n Cycle,Together,54342.0,1,1,03-07-2013,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,68,177,8,2,0,22.125,1,1,-1.25025914133436,0.5534323772653602
1973,Graduation,Married,20895.0,1,0,06-10-2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,51,45,5,1,0,9.0,2,3,-1.9838024440312119,-0.5959705326021211
1948,Graduation,Married,92344.0,0,0,15-01-2014,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,76,1899,20,0,2,94.95,2,0,3.9190527964692645,0.036802438764189066
1976,2n Cycle,Together,26907.0,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,48,22,4,2,0,5.5,1,3,-2.4974228232151607,-0.812147583125471
1980,Graduation,Together,44964.0,1,1,16-12-2012,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,44,41,4,2,0,10.25,2,3,-1.9971631781495538,-0.30990349829908537
1979,Graduation,Together,75507.0,0,0,02-05-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,45,1440,20,0,0,72.0,2,2,1.9203252816429048,-1.1782448318609575
1972,Master,Married,53761.0,1,1,11-10-2013,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,52,325,11,2,0,29.545454545454547,3,1,-0.8863192434492789,0.7559614593938491
1973,Graduation,Together,22682.0,1,0,03-10-2013,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,51,95,7,1,0,13.571428571428571,2,3,-1.7565174832025239,-0.537349119757825
